,coeffs,curve,bundle,time,splits,h0,h1,SplitIntersections,rho,generic,local-sections-A
90,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
91,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
92,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
93,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
94,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
95,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,6,3,7,"[2, 0, -6, 8, -1, -4]",-17,0,"[[3, 0], [1, 0], 'NA', 'NA', [0, 0], 'NA']"
96,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,4,2,6,"[0, -6, 4, 1]",-8,0,"[[1, 0], 'NA', [5, 0], [2, 0]]"
97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,5,3,7,"[-1, 0, -6, 8, -2]",-17,0,"[[0, 0], [1, 0], 'NA', 'NA', [0, 1]]"
98,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,5,2,6,"[-1, 2, 0, -6, 4]",-8,0,"[[0, 0], [3, 0], [1, 0], 'NA', [5, 0]]"
99,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,5,3,7,"[1, 0, -6, 8, -4]",-17,0,"[[2, 0], [1, 0], 'NA', 'NA', 'NA']"
100,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,4,2,6,"[0, -6, 4, 1]",-8,0,"[[1, 0], 'NA', [5, 0], [2, 0]]"
101,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,6,3,7,"[-3, 2, 0, -6, 8, -2]",-17,0,"[[0, 2], [3, 0], [1, 0], 'NA', 'NA', [0, 1]]"
102,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",11,4,2,6,"[0, -6, 4, 1]",-8,0,"[[1, 0], 'NA', [5, 0], [2, 0]]"
103,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,4,0,4,"[0, -6, -1, 6]",4,0,"[[1, 0], 'NA', [0, 0], [9, 0]]"
104,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",11,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
105,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",11,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
106,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",12,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
107,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",12,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
108,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
109,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",12,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
110,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",12,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
111,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",13,6,2,6,"[4, 0, -6, 4, -1, -2]",-8,0,"[[6, 0], [1, 0], 'NA', [5, 0], [0, 0], [0, 1]]"
112,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,4,2,6,"[0, -6, 4, 1]",-8,0,"[[1, 0], 'NA', [5, 0], [2, 0]]"
113,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,5,2,6,"[3, 0, -6, 4, -2]",-8,0,"[[4, 0], [1, 0], 'NA', [5, 0], [0, 1]]"
114,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,4,2,6,"[0, -6, 4, 1]",-8,0,"[[1, 0], 'NA', [5, 0], [2, 0]]"
115,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,5,2,6,"[3, 0, -6, 4, -2]",-8,0,"[[4, 0], [1, 0], 'NA', [5, 0], [0, 1]]"
116,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,4,2,6,"[0, -6, 4, 1]",-8,0,"[[1, 0], 'NA', [5, 0], [2, 0]]"
117,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,5,2,6,"[3, 0, -6, 4, -2]",-8,0,"[[4, 0], [1, 0], 'NA', [5, 0], [0, 1]]"
118,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,5,2,6,"[4, -3, 0, -6, 4]",-8,0,"[[6, 0], [0, 2], [1, 0], 'NA', [5, 0]]"
119,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,5,0,4,"[4, 2, 0, -6, -1]",4,0,"[[6, 0], [3, 0], [1, 0], 'NA', [0, 0]]"
120,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
121,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
122,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,4,0,4,"[3, 2, 0, -6]",4,0,"[[4, 0], [3, 0], [1, 0], 'NA']"
123,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
124,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,4,0,4,"[1, 4, 0, -6]",4,0,"[[2, 0], [6, 0], [1, 0], 'NA']"
125,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,4,0,4,"[3, 2, 0, -6]",4,0,"[[4, 0], [3, 0], [1, 0], 'NA']"
126,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,3,0,4,"[0, -6, 5]",4,0,"[[1, 0], 'NA', [6, 0]]"
127,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,5,0,4,"[0, -3, 6, -2, -2]",4,0,"['NA', [0, 2], 'NA', 'NA', [0, 1]]"
128,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,4,0,4,"[0, -3, 4, -2]",4,0,"['NA', [0, 2], 'NA', [0, 1]]"
129,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,5,0,4,"[2, 0, -3, 2, -2]",4,0,"[[4, 0], 'NA', [0, 2], [3, 0], [0, 1]]"
130,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,4,0,4,"[0, -3, 2, 0]",4,0,"['NA', [0, 2], [3, 0], [1, 0]]"
131,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,4,0,4,"[4, 0, -3, -2]",4,0,"[[5, 0], 'NA', [0, 2], [0, 1]]"
132,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
133,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,4,0,4,"[4, 0, -3, -2]",4,0,"[[5, 0], 'NA', [0, 2], [0, 1]]"
134,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",11,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
135,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,5,0,4,"[0, -3, 6, -1, -3]",4,0,"['NA', [0, 2], 'NA', [0, 0], [0, 2]]"
136,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",11,4,0,4,"[0, -3, 4, -2]",4,0,"['NA', [0, 2], 'NA', [0, 1]]"
137,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",12,4,0,4,"[0, -3, 2, 0]",4,0,"['NA', [0, 2], [3, 0], [1, 0]]"
138,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",11,4,0,4,"[0, -3, 2, 0]",4,0,"['NA', [0, 2], [3, 0], [1, 0]]"
139,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",11,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
140,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",12,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
141,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",12,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
142,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
143,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,6,0,4,"[1, 0, -3, 4, -1, -2]",4,0,"[[2, 0], 'NA', [0, 2], 'NA', [0, 0], [0, 1]]"
144,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",7,4,0,4,"[0, -3, 4, -2]",4,0,"['NA', [0, 2], 'NA', [0, 1]]"
145,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,5,0,4,"[2, 0, -3, 2, -2]",4,0,"[[4, 0], 'NA', [0, 2], [3, 0], [0, 1]]"
146,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,4,0,4,"[0, -3, 2, 0]",4,0,"['NA', [0, 2], [3, 0], [1, 0]]"
147,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,4,0,4,"[4, 0, -3, -2]",4,0,"[[5, 0], 'NA', [0, 2], [0, 1]]"
148,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
149,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,4,0,4,"[4, 0, -3, -2]",4,0,"[[5, 0], 'NA', [0, 2], [0, 1]]"
150,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
151,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",7,5,0,4,"[0, -3, 4, -1, -1]",4,0,"['NA', [0, 2], 'NA', [0, 0], [0, 0]]"
152,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,5,0,4,"[1, 0, -3, 4, -3]",4,0,"[[2, 0], 'NA', [0, 2], 'NA', [0, 2]]"
153,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,4,0,4,"[0, -3, 2, 0]",4,0,"['NA', [0, 2], [3, 0], [1, 0]]"
154,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,4,0,4,"[0, -3, 2, 0]",4,0,"['NA', [0, 2], [3, 0], [1, 0]]"
155,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
156,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
157,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
158,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
159,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,6,0,4,"[3, 0, -3, 2, -1, -2]",4,0,"[[4, 0], 'NA', [0, 2], [3, 0], [0, 0], [0, 1]]"
160,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",11,4,0,4,"[0, -3, 2, 0]",4,0,"['NA', [0, 2], [3, 0], 'NA']"
161,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,5,0,4,"[2, 0, -3, 2, -2]",4,0,"[[3, 0], 'NA', [0, 2], [3, 0], [0, 1]]"
162,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,4,0,4,"[0, -3, 2, 0]",4,0,"['NA', [0, 2], [3, 0], 'NA']"
163,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",10,4,0,4,"[4, 0, -3, -2]",4,0,"[[5, 0], 'NA', [0, 2], [0, 1]]"
164,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",11,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
165,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",11,4,0,4,"[4, 0, -3, -2]",4,0,"[[5, 0], 'NA', [0, 2], [0, 1]]"
166,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",12,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
167,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",12,5,0,4,"[0, -3, 2, -1, 1]",4,0,"['NA', [0, 2], [3, 0], [0, 0], [2, 0]]"
168,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",11,4,0,4,"[0, -3, 2, 0]",4,0,"['NA', [0, 2], [3, 0], 'NA']"
169,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",12,5,0,4,"[-3, 3, 0, -3, 2]",4,0,"[[0, 2], [4, 0], 'NA', [0, 2], [3, 0]]"
170,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,4,0,4,"[0, -3, 2, 0]",4,0,"['NA', [0, 2], [3, 0], 'NA']"
171,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",13,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
172,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
173,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
174,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
175,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,6,0,4,"[3, 0, -3, 2, -1, -2]",4,0,"[[4, 0], 'NA', [0, 2], [3, 0], [0, 0], [0, 1]]"
176,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,4,0,4,"[0, -3, 2, 0]",4,0,"['NA', [0, 2], [3, 0], 'NA']"
177,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,5,0,4,"[2, 0, -3, 2, -2]",4,0,"[[3, 0], 'NA', [0, 2], [3, 0], [0, 1]]"
178,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,4,0,4,"[0, -3, 2, 0]",4,0,"['NA', [0, 2], [3, 0], 'NA']"
179,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",8,5,0,4,"[1, 3, 0, -3, -2]",4,0,"[[2, 0], [4, 0], 'NA', [0, 2], [0, 1]]"
180,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]","[5, -2, -2, -1]","[1, 1, -4, 0]",9,3,0,4,"[0, -3, 2]",4,0,"['NA', [0, 2], [2, 0]]"
